State,EventDate,Duration,Shape
PA,2014-11-10,38.0,circle
OR,2014-11-10,5.0,triangle
TN,2014-11-10,35.0,fireball
NC,2014-11-10,7.0,circle
SC,2014-11-10,25.0,light
PA,2014-11-10,21.0,oval
MO,2014-11-10,16.0,changing
NY,2014-11-10,30.0,light
CA,2014-11-10,13.0,oval
NH,2014-11-10,41.0,circle
KS,2014-11-10,49.0,disk
CT,2014-11-10,8.0,light
MD,2014-11-10,44.0,light
MD,2014-11-10,31.0,light
NV,2014-11-10,4.0,triangle
AZ,2014-11-10,3.0,unknown
MI,2014-11-10,7.0,unknown
ON,2014-11-10,47.0,light
WA,2014-11-09,1.0,sphere
FL,2014-11-09,15.0,circle
TX,2014-11-09,9.0,fireball
MO,2014-11-09,11.0,changing
IL,2014-11-09,4.0,unknown
NV,2014-11-09,10.0,fireball
MD,2014-11-09,24.0,light
TX,2014-11-09,6.0,fireball
NJ,2014-11-09,30.0,sphere
WY,2014-11-09,45.0,unknown
MN,2014-11-09,8.0,cigar
IN,2014-11-09,34.0,cigar
FL,2014-11-08,16.0,formation
IA,2014-11-08,6.0,sphere
IA,2014-11-08,7.0,unknown
MI,2014-11-08,38.0,sphere
TX,2014-11-08,24.0,circle
TX,2014-11-08,40.0,oval
MA,2014-11-08,14.0,light
NC,2014-11-08,18.0,light
LA,2014-11-08,18.0,light
MA,2014-11-08,7.0,circle
CA,2014-11-08,32.0,triangle
FL,2014-11-08,18.0,unknown
NH,2014-11-08,19.0,unknown
CA,2014-11-08,6.0,cigar
KS,2014-11-08,11.0,unknown
NE,2014-11-08,1.0,light
TX,2014-11-08,9.0,circle
MA,2014-11-08,12.0,circle
AL,2014-11-08,13.0,unknown
SC,2014-11-07,31.0,changing
FL,2014-11-07,34.0,unknown
CA,2014-11-07,17.0,sphere
FL,2014-11-07,26.0,fireball
HI,2014-11-07,36.0,light
NM,2014-11-07,49.0,changing
FL,2014-11-07,41.0,fireball
OH,2014-11-07,8.0,light
OR,2014-11-07,3.0,formation
VA,2014-11-07,42.0,unknown
NM,2014-11-07,15.0,fireball
IL,2014-11-07,48.0,light
IL,2014-11-07,19.0,light
NJ,2014-11-07,44.0,disk
IL,2014-11-07,2.0,sphere
CO,2014-11-07,49.0,circle
WA,2014-11-07,25.0,disk
IN,2014-11-07,39.0,disk
NC,2014-11-07,12.0,light
NC,2014-11-07,29.0,fireball
FL,2014-11-07,29.0,light
CA,2014-11-06,44.0,fireball
CO,2014-11-06,23.0,unknown
NV,2014-11-06,18.0,oval
OK,2014-11-06,8.0,oval
GA,2014-11-06,42.0,light
WI,2014-11-06,23.0,cigar
LA,2014-11-06,25.0,sphere
AL,2014-11-06,35.0,sphere
AL,2014-11-06,34.0,unknown
NC,2014-11-06,15.0,circle
CO,2014-11-06,18.0,unknown
MI,2014-11-05,17.0,triangle
ND,2014-11-05,37.0,formation
MI,2014-11-05,20.0,triangle
WI,2014-11-05,24.0,rectangle
FL,2014-11-05,31.0,fireball
MA,2014-11-05,7.0,sphere
NY,2014-11-05,45.0,triangle
AZ,2014-11-05,10.0,circle
CA,2014-11-05,15.0,fireball
ND,2014-11-05,44.0,formation
VA,2014-11-05,33.0,light
CA,2014-11-05,49.0,oval
AZ,2014-11-05,48.0,cigar
CO,2014-11-05,18.0,circle
NM,2014-11-05,20.0,cylinder
AZ,2014-11-05,37.0,oval
IL,2014-11-05,47.0,circle
MA,2014-11-05,35.0,circle
LA,2014-11-05,15.0,triangle
CO,2014-11-04,22.0,oval
IA,2014-11-04,38.0,triangle
VA,2014-11-04,10.0,rectangle
NY,2014-11-04,48.0,disk
CO,2014-11-04,9.0,chevron
CA,2014-11-04,39.0,light
GA,2014-11-04,21.0,light
MA,2014-11-04,9.0,diamond
CA,2014-11-04,7.0,oval
FL,2014-11-04,31.0,changing
LA,2014-11-04,27.0,triangle
TX,2014-11-04,20.0,rectangle
MA,2014-11-03,22.0,sphere
MD,2014-11-03,13.0,unknown
NC,2014-11-03,13.0,circle
NY,2014-11-03,44.0,rectangle
FL,2014-11-03,37.0,oval
CA,2014-11-03,47.0,fireball
PA,2014-11-03,40.0,disk
AZ,2014-11-03,40.0,light
NJ,2014-11-03,2.0,unknown
GA,2014-11-03,35.0,unknown
NC,2014-11-03,10.0,sphere
IN,2014-11-03,11.0,triangle
GA,2014-11-03,47.0,light
MS,2014-11-03,31.0,fireball
AB,2014-11-03,39.0,light
CA,2014-11-03,49.0,sphere
WV,2014-11-03,13.0,fireball
GA,2014-11-03,9.0,disk
AL,2014-11-02,40.0,light
IN,2014-11-02,28.0,unknown
NJ,2014-11-02,44.0,diamond
NC,2014-11-02,13.0,formation
WA,2014-11-02,16.0,changing
NC,2014-11-02,18.0,formation
AZ,2014-11-02,40.0,unknown
OH,2014-11-02,48.0,circle
KS,2014-11-02,15.0,sphere
CT,2014-11-02,21.0,sphere
KY,2014-11-02,26.0,circle
MN,2014-11-02,20.0,light
PA,2014-11-02,6.0,circle
CA,2014-11-02,23.0,oval
CA,2014-11-02,42.0,chevron
IN,2014-11-02,8.0,teardrop
FL,2014-11-01,26.0,fireball
CA,2014-11-01,12.0,fireball
SC,2014-11-01,29.0,rectangle
OH,2014-11-01,19.0,formation
MI,2014-11-01,31.0,light
WY,2014-11-01,14.0,sphere
IL,2014-11-01,4.0,light
CA,2014-11-01,30.0,teardrop
IL,2014-11-01,44.0,light
CO,2014-11-01,30.0,unknown
MN,2014-11-01,16.0,unknown
KY,2014-11-01,18.0,fireball
AR,2014-11-01,32.0,circle
TX,2014-11-01,6.0,circle
TX,2014-11-01,19.0,oval
TN,2014-11-01,12.0,unknown
NH,2014-11-01,43.0,unknown
WI,2014-11-01,28.0,light
AZ,2014-11-01,33.0,disk
FL,2014-11-01,32.0,light
TX,2014-11-01,16.0,chevron
FL,2014-11-01,6.0,cylinder
VA,2012-02-29,11.0,triangle
SC,2012-02-29,15.0,circle
FL,2012-02-29,22.0,sphere
AZ,2012-02-29,6.0,light
CO,2012-02-29,14.0,light
FL,2012-02-29,49.0,formation
CO,2012-02-29,31.0,oval
AZ,2012-02-29,6.0,light
MN,2012-02-29,43.0,unknown
PA,2012-02-28,27.0,triangle
ME,2012-02-28,8.0,fireball
NH,2012-02-28,46.0,oval
NY,2012-02-28,31.0,light
NY,2012-02-28,33.0,egg
CT,2012-02-28,22.0,egg
VT,2012-02-28,20.0,flash
NH,2012-02-28,31.0,fireball
ME,2012-02-28,43.0,unknown
CT,2012-02-28,44.0,triangle
NY,2012-02-28,46.0,light
FL,2012-02-28,42.0,light
FL,2012-02-27,4.0,flash
RI,2012-02-27,8.0,light
CA,2012-02-27,24.0,oval
MS,2012-02-27,25.0,light
RI,2012-02-27,13.0,fireball
KS,2012-02-27,31.0,fireball
MI,2012-02-27,28.0,light
WA,2012-02-27,3.0,light
NY,2012-02-27,38.0,flash
MI,2012-02-26,4.0,sphere
VA,2012-02-26,19.0,formation
WI,2012-02-26,39.0,fireball
MI,2012-02-26,32.0,unknown
IL,2012-02-26,41.0,rectangle
WV,2012-02-26,34.0,flash
WA,2012-02-26,34.0,light
MI,2012-02-26,18.0,rectangle
MO,2012-02-26,22.0,disk
WA,2012-02-26,33.0,light
AR,2012-02-26,7.0,triangle
NY,2012-02-26,1.0,oval
NC,2012-02-25,31.0,cross
IN,2012-02-25,17.0,circle
AZ,2012-02-25,38.0,light
OK,2012-02-25,36.0,light
MI,2012-02-25,29.0,light
MO,2012-02-25,16.0,triangle
MN,2012-02-25,11.0,triangle
VA,2012-02-25,4.0,light
NY,2012-02-25,5.0,cigar
NJ,2012-02-25,29.0,unknown
OH,2012-02-25,24.0,formation
MO,2012-02-25,25.0,light
CT,2012-02-24,29.0,light
UT,2012-02-24,27.0,oval
NV,2012-02-24,39.0,light
KS,2012-02-24,19.0,changing
PA,2012-02-24,7.0,triangle
OK,2012-02-24,32.0,circle
SC,2012-02-23,45.0,cross
KS,2012-02-23,7.0,unknown
WA,2012-02-23,24.0,light
AZ,2012-02-23,48.0,fireball
NV,2012-02-23,29.0,unknown
OR,2012-02-23,6.0,light
WI,2012-02-23,10.0,light
VA,2012-02-23,31.0,triangle
IL,2012-02-23,29.0,disk
OR,2012-02-22,21.0,unknown
AR,2012-02-22,44.0,triangle
NM,2012-02-22,9.0,circle
TN,2012-02-22,29.0,unknown
CA,2012-02-22,26.0,unknown
MI,2012-02-22,5.0,changing
GA,2012-02-22,14.0,circle
MN,2012-02-22,31.0,triangle
CA,2012-02-22,31.0,sphere
CO,2012-02-22,37.0,unknown
AZ,2012-02-22,30.0,light
AR,2012-02-22,6.0,unknown
IN,2012-02-22,28.0,diamond
MS,2012-02-21,1.0,unknown
ME,2012-02-21,30.0,triangle
IL,2012-02-21,2.0,disk
VA,2012-02-21,34.0,light
WA,2012-02-21,37.0,circle
RI,2012-02-21,1.0,unknown
TN,2012-02-21,6.0,disk
WV,2012-02-20,34.0,unknown
SC,2012-02-20,13.0,changing
MI,2012-02-20,12.0,unknown
CO,2012-02-20,15.0,changing
WA,2012-02-20,30.0,unknown
AR,2012-02-20,29.0,light
MA,2012-02-20,42.0,diamond
NC,2012-02-20,22.0,circle
VT,2012-02-20,2.0,light
IL,2012-02-20,4.0,light
IL,2012-02-19,25.0,disk
FL,2012-02-19,34.0,circle
CA,2012-02-19,28.0,fireball
OR,2012-02-19,17.0,circle
CT,2012-02-19,5.0,circle
KY,2012-02-19,36.0,triangle
IA,2012-02-19,19.0,circle
CA,2012-02-19,41.0,egg
FL,2012-02-19,20.0,sphere
NH,2012-02-18,34.0,light
WA,2012-02-18,40.0,light
DE,2012-02-18,19.0,unknown
PA,2012-02-18,33.0,oval
FL,2012-02-18,11.0,chevron
WA,2012-02-18,13.0,light
VT,2012-02-18,48.0,circle
OR,2012-02-18,6.0,light
NY,2012-02-17,14.0,triangle
MO,2012-02-17,29.0,unknown
TX,2012-02-17,10.0,rectangle
FL,2012-02-17,33.0,light
GA,2012-02-17,18.0,fireball
AZ,2012-02-17,46.0,teardrop
IL,2012-02-17,49.0,cross
OH,2012-02-17,19.0,fireball
NC,2012-02-17,7.0,circle
MN,2012-02-17,35.0,rectangle
NJ,2012-02-17,19.0,unknown
NY,2012-02-17,29.0,light
CT,2012-02-17,42.0,light
IL,2012-02-17,8.0,triangle
WA,2012-02-17,1.0,oval
GA,2012-02-16,38.0,sphere
MI,2012-02-16,32.0,fireball
TX,2012-02-16,17.0,flash
AZ,2012-02-16,9.0,light
MI,2012-02-16,16.0,light
MI,2012-02-16,37.0,unknown
CA,2012-02-16,33.0,flash
FL,2012-02-16,2.0,sphere
FL,2012-02-16,45.0,oval
FL,2012-02-16,16.0,light
TX,2012-02-16,23.0,chevron
UT,2012-02-16,44.0,unknown
FL,2012-02-16,11.0,unknown
RI,2012-02-15,12.0,light
CA,2012-02-15,43.0,disk
WY,2012-02-15,30.0,light
PA,2012-02-15,11.0,triangle
MD,2012-02-15,1.0,triangle
FL,2012-02-15,30.0,light
NY,2012-02-15,14.0,light
KY,2012-02-15,6.0,fireball
CA,2012-02-15,49.0,teardrop
VT,2012-02-15,31.0,unknown
AZ,2012-02-15,9.0,unknown
AZ,2012-02-15,26.0,triangle
AZ,2012-02-15,18.0,triangle
NC,2012-02-15,11.0,fireball
CT,2012-02-15,1.0,light
CA,2012-02-14,20.0,fireball
UT,2012-02-14,28.0,fireball
AR,2012-02-14,12.0,unknown
CA,2012-02-14,26.0,light
CO,2012-02-14,8.0,oval
UT,2012-02-14,11.0,unknown
UT,2012-02-14,6.0,changing
AZ,2012-02-14,37.0,unknown
MA,2012-02-14,1.0,light
SD,2012-02-13,20.0,triangle
UT,2012-02-13,15.0,sphere
NY,2012-02-13,19.0,changing
BC,2012-02-13,38.0,sphere
CA,2012-02-13,22.0,formation
CA,2012-02-13,6.0,fireball
NY,2012-02-13,47.0,unknown
CA,2012-02-13,22.0,changing
VA,2012-02-13,22.0,circle
VA,2012-02-13,1.0,light
UT,2012-02-12,36.0,egg
IA,2012-02-12,39.0,triangle
OK,2012-02-12,30.0,oval
IL,2012-02-12,3.0,diamond
FL,2012-02-12,10.0,light
GA,2012-02-12,45.0,light
TX,2012-02-12,42.0,fireball
PA,2012-02-12,47.0,light
WI,2012-02-12,24.0,unknown
CA,2012-02-12,45.0,unknown
SC,2012-02-12,26.0,fireball
VA,2012-02-12,23.0,sphere
NE,2012-02-11,15.0,unknown
GA,2012-02-11,9.0,unknown
NH,2012-02-11,40.0,light
NH,2012-02-11,11.0,light
KY,2012-02-11,8.0,unknown
FL,2012-02-11,6.0,circle
AK,2012-02-11,9.0,light
ON,2012-02-11,18.0,light
IL,2012-02-11,36.0,triangle
CA,2012-02-11,1.0,circle
NY,2012-02-10,31.0,triangle
CA,2012-02-10,30.0,light
FL,2012-02-10,22.0,oval
TX,2012-02-10,49.0,light
CA,2012-02-10,11.0,light
AK,2012-02-10,20.0,diamond
FL,2012-02-10,21.0,light
PA,2012-02-10,22.0,triangle
FL,2012-02-10,25.0,triangle
WA,2012-02-10,8.0,unknown
MI,2012-02-09,27.0,sphere
NM,2012-02-09,48.0,unknown
OH,2012-02-09,37.0,triangle
MI,2012-02-09,37.0,light
AZ,2012-02-09,44.0,circle
AL,2012-02-09,6.0,light
CA,2012-02-09,4.0,light
MI,2012-02-09,8.0,unknown
MI,2012-02-09,8.0,triangle
WA,2012-02-08,9.0,cone
WA,2012-02-08,34.0,circle
CA,2012-02-08,45.0,fireball
FL,2012-02-08,11.0,sphere
NV,2012-02-08,5.0,formation
AZ,2012-02-08,4.0,light
WA,2012-02-08,44.0,unknown
NY,2012-02-08,5.0,unknown
NY,2012-02-08,30.0,unknown
WI,2012-02-08,44.0,triangle
CA,2012-02-08,19.0,unknown
MT,2012-02-08,20.0,unknown
NY,2012-02-08,1.0,unknown
FL,2012-02-08,47.0,unknown
IL,2012-02-08,18.0,light
OR,2012-02-08,23.0,teardrop
VA,2012-02-08,39.0,light
AL,2012-02-07,31.0,sphere
AZ,2012-02-07,31.0,light
NJ,2012-02-07,24.0,cylinder
CA,2012-02-07,14.0,circle
NJ,2012-02-07,15.0,circle
FL,2012-02-07,48.0,chevron
NV,2012-02-07,37.0,circle
OR,2012-02-07,5.0,circle
CA,2012-02-06,30.0,fireball
NY,2012-02-06,31.0,light
WA,2012-02-06,25.0,fireball
CA,2012-02-06,7.0,triangle
NM,2012-02-06,4.0,light
UT,2012-02-06,39.0,light
OH,2012-02-06,37.0,light
PA,2012-02-06,1.0,light
OH,2012-02-06,42.0,formation
MI,2012-02-06,33.0,light
NY,2012-02-06,47.0,circle
IN,2012-02-06,27.0,rectangle
NB,2012-02-06,2.0,circle
MA,2012-02-06,6.0,chevron
UT,2012-02-06,40.0,unknown
NJ,2012-02-06,4.0,rectangle
OH,2012-02-06,28.0,light
NY,2012-02-06,27.0,sphere
AZ,2012-02-06,10.0,rectangle
NM,2012-02-06,32.0,circle
ID,2012-02-06,7.0,triangle
OH,2012-02-06,5.0,triangle
WV,2012-02-06,5.0,oval
NY,2012-02-05,44.0,light
MO,2012-02-05,23.0,light
KS,2012-02-05,16.0,light
TX,2012-02-05,41.0,sphere
TX,2012-02-05,34.0,fireball
MB,2012-02-05,4.0,fireball
NY,2012-02-05,26.0,light
PA,2012-02-05,39.0,light
GA,2012-02-05,35.0,light
NY,2012-02-05,48.0,light
DE,2012-02-05,24.0,teardrop
RI,2012-02-05,23.0,unknown
CA,2012-02-05,14.0,formation
WA,2012-02-05,17.0,disk
OK,2012-02-05,10.0,triangle
UT,2012-02-05,35.0,triangle
CA,2012-02-05,28.0,light
OH,2012-02-05,31.0,light
CA,2012-02-05,29.0,triangle
AZ,2012-02-04,42.0,fireball
CT,2012-02-04,40.0,fireball
CA,2012-02-04,14.0,light
NJ,2012-02-04,21.0,fireball
KY,2012-02-04,49.0,sphere
OH,2012-02-04,23.0,fireball
GA,2012-02-04,22.0,unknown
MI,2012-02-04,15.0,rectangle
FL,2012-02-04,23.0,chevron
OR,2012-02-04,1.0,unknown
CA,2012-02-04,16.0,light
AZ,2012-02-04,2.0,cylinder
CA,2012-02-04,43.0,disk
MA,2012-02-04,43.0,sphere
MN,2012-02-04,7.0,light
NY,2012-02-04,34.0,unknown
MI,2012-02-04,13.0,light
CA,2012-02-04,34.0,oval
NE,2012-02-04,49.0,triangle
WA,2012-02-04,29.0,light
TN,2012-02-04,18.0,sphere
WA,2012-02-04,14.0,diamond
WV,2012-02-03,35.0,circle
NC,2012-02-03,44.0,light
WA,2012-02-03,34.0,circle
WV,2012-02-03,10.0,oval
OR,2012-02-03,32.0,circle
VA,2012-02-03,22.0,triangle
AZ,2012-02-03,29.0,sphere
WA,2012-02-03,39.0,light
OR,2012-02-03,3.0,unknown
CA,2012-02-03,42.0,light
FL,2012-02-03,25.0,fireball
CA,2012-02-03,9.0,light
OH,2012-02-03,28.0,light
NY,2012-02-03,13.0,cigar
WA,2012-02-02,3.0,circle
OR,2012-02-02,36.0,changing
NY,2012-02-02,20.0,unknown
TX,2012-02-02,38.0,triangle
WA,2012-02-02,20.0,changing
WA,2012-02-02,48.0,disk
KS,2012-02-02,11.0,unknown
NY,2012-02-02,36.0,triangle
UT,2012-02-02,18.0,light
CA,2012-02-01,6.0,fireball
OR,2012-02-01,17.0,unknown
MO,2012-02-01,11.0,unknown
MD,2012-02-01,29.0,formation
CA,2012-02-01,2.0,fireball
IN,2012-02-01,30.0,unknown
NH,2012-02-01,37.0,light
TX,2012-02-01,8.0,light
TX,2012-02-01,11.0,sphere
WA,2012-02-01,8.0,fireball
TX,2012-02-01,5.0,circle
TX,2012-02-01,4.0,fireball
TX,2012-02-01,42.0,fireball
FL,2012-02-01,41.0,circle
CA,2012-02-01,40.0,teardrop
TX,2012-02-01,41.0,circle
VA,2012-02-01,25.0,changing
FL,2012-02-01,42.0,unknown
TX,2012-02-01,8.0,circle
AR,2012-02-01,1.0,sphere
PA,2012-02-01,33.0,cylinder
WA,2012-02-01,34.0,unknown
MO,2012-02-01,20.0,triangle
NV,2012-02-01,41.0,rectangle
FL,2012-02-01,47.0,light
VT,2012-02-01,2.0,circle
NY,2012-02-01,11.0,fireball
IL,2012-02-01,25.0,changing
MD,2012-02-01,20.0,oval
TX,2014-07-31,5.0,unknown
OR,2014-07-31,7.0,light
PA,2014-07-31,47.0,unknown
OR,2014-07-31,48.0,rectangle
VA,2014-07-31,5.0,circle
CO,2014-07-31,46.0,unknown
DE,2014-07-31,32.0,unknown
OR,2014-07-31,7.0,unknown
OR,2014-07-31,39.0,circle
OR,2014-07-31,23.0,circle
OR,2014-07-31,46.0,circle
OR,2014-07-31,44.0,circle
VA,2014-07-31,14.0,changing
FL,2014-07-31,49.0,circle
VA,2014-07-31,26.0,fireball
NY,2014-07-31,17.0,triangle
PA,2014-07-31,17.0,light
WI,2014-07-31,35.0,sphere
VA,2014-07-31,30.0,unknown
AZ,2014-07-31,38.0,light
DC,2014-07-31,24.0,light
CT,2014-07-31,37.0,fireball
NH,2014-07-31,49.0,chevron
WA,2014-07-31,17.0,light
OR,2014-07-31,34.0,flash
PA,2014-07-30,6.0,flash
WA,2014-07-30,22.0,light
HI,2014-07-30,11.0,unknown
FL,2014-07-30,20.0,unknown
ON,2014-07-30,38.0,unknown
NH,2014-07-30,37.0,light
UT,2014-07-30,9.0,flash
CA,2014-07-30,29.0,changing
TX,2014-07-30,3.0,unknown
NJ,2014-07-30,3.0,light
MA,2014-07-30,30.0,triangle
CT,2014-07-30,9.0,light
WA,2014-07-30,5.0,unknown
IL,2014-07-30,47.0,oval
SC,2014-07-30,31.0,disk
WY,2014-07-30,47.0,unknown
TX,2014-07-30,33.0,unknown
BC,2014-07-30,24.0,changing
WV,2014-07-30,47.0,oval
NH,2014-07-29,36.0,circle
CT,2014-07-29,8.0,disk
UT,2014-07-29,8.0,oval
MA,2014-07-29,22.0,triangle
NC,2014-07-29,43.0,light
OR,2014-07-29,4.0,unknown
VA,2014-07-29,40.0,fireball
MA,2014-07-29,33.0,circle
OH,2014-07-29,1.0,unknown
CA,2014-07-29,17.0,triangle
ID,2014-07-29,30.0,chevron
FL,2014-07-29,13.0,circle
MD,2014-07-29,21.0,egg
AR,2014-07-29,38.0,circle
WA,2014-07-29,21.0,sphere
NC,2014-07-29,27.0,cone
NC,2014-07-29,46.0,light
AB,2014-07-29,30.0,light
VA,2014-07-29,43.0,formation
VA,2014-07-29,10.0,circle
SC,2014-07-29,36.0,cylinder
ID,2014-07-28,10.0,circle
NJ,2014-07-28,2.0,circle
MD,2014-07-28,7.0,light
NY,2014-07-28,29.0,rectangle
OR,2014-07-28,34.0,circle
KY,2014-07-28,40.0,sphere
LA,2014-07-28,18.0,unknown
RI,2014-07-28,39.0,light
NC,2014-07-28,11.0,formation
NY,2014-07-28,12.0,flash
IN,2014-07-28,25.0,triangle
IN,2014-07-28,29.0,oval
HI,2014-07-28,49.0,disk
MO,2014-07-28,2.0,unknown
CA,2014-07-28,48.0,oval
MI,2014-07-28,29.0,unknown
WA,2014-07-28,12.0,unknown
IL,2014-07-28,21.0,disk
KY,2014-07-28,12.0,light
NV,2014-07-28,43.0,unknown
OR,2014-07-27,30.0,light
WA,2014-07-27,22.0,unknown
MN,2014-07-27,38.0,light
DE,2014-07-27,18.0,triangle
OR,2014-07-27,44.0,triangle
VT,2014-07-27,24.0,light
NJ,2014-07-27,48.0,fireball
NC,2014-07-27,39.0,light
ON,2014-07-27,9.0,formation
NY,2014-07-27,43.0,fireball
AZ,2014-07-27,15.0,light
CA,2014-07-27,46.0,fireball
WA,2014-07-27,10.0,cigar
OH,2014-07-27,7.0,changing
MI,2014-07-27,48.0,unknown
CT,2014-07-27,43.0,fireball
NC,2014-07-27,34.0,disk
WA,2014-07-27,25.0,oval
TX,2014-07-27,1.0,unknown
NH,2014-07-27,26.0,fireball
WA,2014-07-26,34.0,light
NJ,2014-07-26,24.0,flash
FL,2014-07-26,29.0,circle
WY,2014-07-26,49.0,triangle
WI,2014-07-26,9.0,light
OR,2014-07-26,23.0,sphere
ON,2014-07-26,40.0,circle
WA,2014-07-26,32.0,light
PA,2014-07-26,28.0,fireball
ID,2014-07-26,20.0,unknown
OR,2014-07-26,18.0,circle
KY,2014-07-26,4.0,unknown
NY,2014-07-26,25.0,light
CT,2014-07-26,47.0,formation
NC,2014-07-26,39.0,unknown
CA,2014-07-26,8.0,oval
NB,2014-07-26,45.0,fireball
WI,2014-07-26,17.0,circle
NY,2014-07-26,39.0,unknown
NY,2014-07-26,26.0,sphere
NY,2014-07-26,14.0,fireball
RI,2014-07-26,10.0,light
ON,2014-07-26,12.0,chevron
FL,2014-07-26,5.0,unknown
CA,2014-07-26,6.0,fireball
NY,2014-07-26,30.0,oval
ON,2014-07-26,42.0,changing
NJ,2014-07-26,10.0,fireball
MN,2014-07-26,29.0,unknown
ON,2014-07-26,16.0,circle
DE,2014-07-26,20.0,diamond
NJ,2014-07-26,38.0,light
ND,2014-07-26,24.0,cigar
NM,2014-07-26,20.0,light
CA,2014-07-26,19.0,circle
NY,2014-07-26,33.0,circle
NY,2014-07-26,20.0,unknown
PA,2014-07-26,38.0,flash
NC,2014-07-26,1.0,egg
IA,2014-07-26,41.0,fireball
OH,2014-07-26,7.0,light
AB,2014-07-26,25.0,light
VA,2014-07-25,9.0,light
ND,2014-07-25,2.0,light
WI,2014-07-25,37.0,light
CA,2014-07-25,19.0,circle
WI,2014-07-25,40.0,light
NJ,2014-07-25,17.0,sphere
MA,2014-07-25,41.0,unknown
MN,2014-07-25,14.0,unknown
MN,2014-07-25,32.0,circle
ND,2014-07-25,15.0,oval
PA,2014-07-25,35.0,disk
OH,2014-07-25,31.0,light
IL,2014-07-25,43.0,fireball
PA,2014-07-25,48.0,oval
CA,2014-07-25,48.0,triangle
FL,2014-07-25,45.0,circle
TX,2014-07-25,43.0,unknown
TN,2014-07-25,49.0,unknown
TN,2014-07-25,15.0,oval
NH,2014-07-25,32.0,cigar
NH,2014-07-25,5.0,circle
KS,2014-07-25,13.0,light
MA,2014-07-25,14.0,triangle
NV,2014-07-25,36.0,unknown
NJ,2014-07-25,26.0,rectangle
MD,2014-07-25,40.0,circle
CT,2014-07-24,49.0,diamond
NY,2014-07-24,34.0,circle
WV,2014-07-24,31.0,unknown
NE,2014-07-24,27.0,formation
KY,2014-07-24,7.0,rectangle
PA,2014-07-24,10.0,changing
MO,2014-07-24,49.0,light
PA,2014-07-24,6.0,oval
SC,2014-07-24,18.0,oval
MO,2014-07-24,23.0,light
RI,2014-07-24,19.0,oval
CA,2014-07-24,39.0,unknown
NY,2014-07-24,20.0,fireball
MO,2014-07-24,17.0,light
CA,2014-07-24,3.0,light
FL,2014-07-24,19.0,flash
MI,2014-07-24,19.0,unknown
MI,2014-07-23,21.0,sphere
MI,2014-07-23,2.0,light
MI,2014-07-23,19.0,sphere
CA,2014-07-23,28.0,circle
CA,2014-07-23,49.0,oval
WI,2014-07-23,3.0,cylinder
MD,2014-07-23,17.0,cigar
KS,2014-07-23,45.0,unknown
TX,2014-07-23,45.0,unknown
FL,2014-07-23,40.0,flash
DE,2014-07-23,20.0,flash
WI,2014-07-23,3.0,cylinder
IN,2014-07-23,26.0,unknown
MI,2014-07-23,2.0,disk
CO,2014-07-22,46.0,sphere
CO,2014-07-22,17.0,flash
NY,2014-07-22,12.0,sphere
NY,2014-07-22,46.0,circle
CA,2014-07-22,43.0,light
MA,2014-07-22,30.0,sphere
IL,2014-07-22,10.0,oval
VA,2014-07-22,23.0,disk
MA,2014-07-22,5.0,unknown
MT,2014-07-22,6.0,circle
LA,2014-07-22,21.0,disk
LA,2014-07-22,14.0,sphere
NV,2014-07-22,39.0,circle
MT,2014-07-22,29.0,flash
CO,2014-07-22,3.0,unknown
AB,2014-07-22,41.0,fireball
ON,2014-07-22,34.0,cylinder
MA,2014-07-22,11.0,unknown
FL,2014-07-22,32.0,unknown
WA,2014-07-22,25.0,circle
CA,2014-07-21,16.0,fireball
ON,2014-07-21,49.0,circle
WV,2014-07-21,31.0,circle
MA,2014-07-21,31.0,sphere
IA,2014-07-21,35.0,fireball
CO,2014-07-21,22.0,light
PA,2014-07-21,41.0,oval
PA,2014-07-21,15.0,circle
CO,2014-07-21,20.0,disk
TX,2014-07-21,6.0,unknown
OH,2014-07-21,8.0,disk
SC,2014-07-21,15.0,circle
FL,2014-07-21,33.0,fireball
MD,2014-07-21,1.0,sphere
SC,2014-07-21,20.0,chevron
IL,2014-07-21,42.0,light
VT,2014-07-21,19.0,light
FL,2014-07-20,39.0,oval
PA,2014-07-20,1.0,fireball
IL,2014-07-20,24.0,light
OK,2014-07-20,29.0,fireball
FL,2014-07-20,7.0,disk
NJ,2014-07-20,18.0,unknown
CA,2014-07-20,25.0,light
MI,2014-07-20,14.0,circle
NC,2014-07-20,8.0,light
CA,2014-07-20,13.0,circle
NJ,2014-07-20,47.0,fireball
LA,2014-07-20,9.0,light
NJ,2014-07-20,8.0,disk
CO,2014-07-20,44.0,light
SC,2014-07-20,39.0,chevron
VA,2014-07-19,16.0,fireball
MI,2014-07-19,13.0,circle
TX,2014-07-19,21.0,unknown
TN,2014-07-19,14.0,circle
NY,2014-07-19,33.0,fireball
TN,2014-07-19,11.0,circle
PA,2014-07-19,13.0,sphere
PA,2014-07-19,32.0,sphere
MO,2014-07-19,28.0,light
IN,2014-07-19,26.0,sphere
NY,2014-07-19,26.0,fireball
CA,2014-07-19,8.0,teardrop
TX,2014-07-19,29.0,fireball
PA,2014-07-19,33.0,circle
MA,2014-07-19,14.0,fireball
MA,2014-07-19,17.0,fireball
NY,2014-07-19,30.0,fireball
VA,2014-07-19,31.0,fireball
VT,2014-07-19,48.0,rectangle
PA,2014-07-19,23.0,cone
TX,2014-07-19,36.0,sphere
