State,EventDate,Duration,Shape
PA,1976-07-01,18.0,oval
TX,1976-07-01,49.0,cylinder
IL,1976-07-01,40.0,fireball
WA,1976-07-01,29.0,oval
CA,1976-07-01,33.0,unknown
CA,1976-07-01,37.0,triangle
FL,1976-06-30,25.0,disk
LA,1976-06-30,33.0,disk
NY,1976-06-30,13.0,circle
KY,1976-06-30,13.0,oval
CA,1976-06-30,42.0,light
MA,1976-06-30,28.0,diamond
MI,1976-06-30,44.0,disk
CA,1976-06-30,11.0,sphere
SD,1976-06-30,41.0,fireball
PA,1976-06-30,32.0,disk
ND,1976-06-26,19.0,disk
OH,1976-06-25,23.0,disk
AZ,1976-06-25,1.0,disk
NH,1976-06-23,3.0,circle
CA,1976-06-22,18.0,light
AR,1976-06-21,38.0,sphere
WV,1976-06-20,19.0,triangle
ME,1976-06-20,5.0,cigar
WA,1976-06-18,35.0,light
IN,1976-06-17,6.0,unknown
NM,1976-06-15,40.0,flash
OK,1976-06-15,31.0,unknown
OK,1976-06-15,36.0,light
CA,1976-06-15,2.0,formation
PA,1976-06-15,49.0,disk
CA,1976-06-15,3.0,circle
OR,1976-06-15,48.0,disk
MI,1976-06-15,48.0,triangle
NY,1976-06-15,6.0,disk
KS,1976-06-15,18.0,rectangle
NY,1976-06-15,43.0,disk
CA,1976-06-15,32.0,light
NY,1976-06-15,27.0,disk
NJ,1976-06-15,21.0,unknown
PA,1976-06-15,28.0,cigar
NJ,1976-06-15,12.0,cigar
MA,1976-06-15,4.0,circle
OH,1976-06-15,34.0,cigar
NY,1976-06-15,43.0,triangle
CA,1976-06-15,11.0,cigar
WA,1976-06-15,26.0,unknown
MN,1976-06-15,8.0,circle
VA,1976-06-15,7.0,light
TX,1976-06-15,44.0,light
TX,1976-06-15,35.0,disk
MS,1976-06-14,6.0,oval
KY,1976-06-14,15.0,cigar
CO,1976-06-10,3.0,unknown
OH,1976-06-06,42.0,disk
CA,1976-06-06,36.0,light
CA,1976-06-06,27.0,circle
TX,1976-06-06,13.0,fireball
OH,1976-06-06,39.0,disk
MA,1976-06-05,46.0,disk
NC,1976-06-01,3.0,unknown
WA,1976-06-01,49.0,disk
OH,1976-06-01,12.0,circle
NC,1976-06-01,19.0,oval
TX,1976-06-01,38.0,sphere
NY,1976-06-01,48.0,unknown
OR,1976-06-01,7.0,changing
NJ,1976-06-01,45.0,light
KY,1976-06-01,7.0,disk
LA,1976-06-01,21.0,light
FL,1976-06-01,9.0,disk
KY,1976-06-01,15.0,disk
OH,1976-06-01,28.0,light
NY,1976-06-01,24.0,flash
WA,1976-06-01,25.0,sphere
GA,1976-06-01,27.0,triangle
MS,1976-06-01,48.0,disk
CA,1976-06-01,37.0,rectangle
NJ,1976-06-01,45.0,disk
IL,1976-06-01,10.0,triangle
OH,1976-06-01,5.0,oval
CA,1976-06-01,26.0,triangle
LA,1976-06-01,12.0,circle
CT,1976-06-01,21.0,unknown
FL,1976-06-01,5.0,oval
CT,1975-06-30,26.0,sphere
CT,1976-06-01,4.0,unknown
FL,1976-06-01,46.0,cylinder
VA,1976-06-01,31.0,disk
NY,1976-06-01,12.0,oval
WA,1976-06-01,37.0,circle
MI,1976-06-01,31.0,unknown
UT,1976-06-01,40.0,chevron
KY,1976-06-01,12.0,oval
CA,1976-06-01,10.0,unknown
CA,1975-06-30,10.0,unknown
CA,1975-06-30,38.0,light
PA,1975-06-30,22.0,unknown
NC,1975-06-30,49.0,disk
FL,1975-06-30,20.0,light
FL,1975-06-30,43.0,sphere
SC,1975-06-30,7.0,circle
IA,1975-06-30,27.0,unknown
IL,1975-06-30,9.0,oval
IL,1976-06-01,41.0,light
FL,1976-06-01,45.0,sphere
MS,1976-06-01,13.0,cigar
FL,1975-06-30,33.0,unknown
KY,1975-06-30,27.0,circle
MO,1975-06-30,47.0,circle
OK,1975-06-30,1.0,circle
QC,1975-06-30,31.0,disk
WI,1975-06-30,30.0,triangle
MN,1975-06-30,22.0,cigar
CA,1975-06-30,45.0,formation
NY,1975-06-30,21.0,light
TX,1975-06-23,34.0,triangle
TX,1975-06-23,34.0,triangle
TX,1975-06-23,15.0,triangle
IL,1975-06-22,42.0,oval
PA,1975-06-21,44.0,triangle
OH,1975-06-20,4.0,circle
MA,1975-06-20,41.0,light
MN,1975-06-20,21.0,cigar
WA,1975-06-20,1.0,disk
MN,1975-06-20,5.0,circle
MN,1975-06-20,18.0,light
ME,1975-06-15,2.0,disk
MI,1975-06-15,8.0,oval
CA,1975-06-15,21.0,unknown
SC,1975-06-15,43.0,rectangle
PA,1975-06-15,27.0,light
MI,1975-06-15,16.0,triangle
QC,1975-06-15,17.0,unknown
MN,1975-06-15,47.0,triangle
PR,1975-06-15,6.0,oval
MS,1975-06-15,4.0,disk
AK,1975-06-15,14.0,light
CT,1975-06-15,34.0,disk
MD,1975-06-15,12.0,formation
LA,1975-06-15,28.0,disk
NY,1975-06-15,10.0,disk
PA,1975-06-15,15.0,cigar
IN,1975-06-15,27.0,unknown
FL,1975-06-15,48.0,disk
FL,1975-06-15,27.0,triangle
VA,1975-06-15,34.0,cigar
NY,1975-06-10,47.0,light
TX,1975-06-10,4.0,unknown
NV,1975-06-10,18.0,unknown
NY,1975-06-10,25.0,cigar
ON,1975-06-09,48.0,disk
IN,1975-06-08,20.0,fireball
KY,1975-06-06,25.0,circle
NC,1975-06-06,20.0,disk
TN,1975-06-01,44.0,light
TX,1975-06-01,25.0,disk
MN,1975-06-01,29.0,triangle
PA,1975-06-01,7.0,unknown
VA,1975-06-01,19.0,disk
NM,1975-06-01,1.0,unknown
MB,1975-06-01,48.0,rectangle
WA,1975-06-01,21.0,circle
OH,1975-06-01,43.0,unknown
RI,1977-01-19,20.0,triangle
RI,1977-01-18,34.0,oval
RI,1977-01-18,11.0,oval
NE,1977-01-15,6.0,chevron
PA,1977-01-15,46.0,light
TX,1977-01-14,19.0,unknown
TX,1977-01-14,15.0,oval
CA,1977-01-01,15.0,disk
NY,1975-06-01,41.0,oval
TX,1975-06-01,24.0,oval
TX,1975-06-01,34.0,unknown
OK,1975-06-01,19.0,fireball
GA,1975-06-01,27.0,sphere
NY,1975-06-01,44.0,disk
NY,1975-06-01,48.0,oval
BC,1975-06-01,48.0,light
CA,1975-06-01,38.0,oval
CA,1975-06-01,9.0,oval
CA,1977-01-01,23.0,formation
NY,1977-01-01,20.0,sphere
NY,1977-01-01,40.0,cylinder
CT,1977-01-01,10.0,unknown
CO,1975-06-01,35.0,circle
PA,1975-06-01,3.0,disk
NM,1975-06-01,13.0,unknown
IL,1975-06-01,37.0,unknown
MA,1975-06-01,49.0,disk
WI,1975-06-01,13.0,changing
OH,1975-06-01,9.0,circle
NY,1975-06-01,2.0,oval
TN,1975-06-01,5.0,triangle
IN,1975-06-01,44.0,disk
CA,1975-06-01,34.0,unknown
CA,1975-06-01,36.0,cigar
IA,1975-06-01,48.0,disk
MI,1975-06-01,47.0,disk
AZ,1975-06-01,41.0,circle
NM,1975-06-01,15.0,light
IN,1977-02-21,30.0,oval
NC,1977-02-15,38.0,circle
KY,1977-02-15,34.0,light
PA,1976-12-27,16.0,unknown
ME,1976-12-25,48.0,disk
KS,1976-12-15,9.0,diamond
MN,1976-12-12,6.0,disk
FL,1976-12-06,9.0,changing
IN,1976-12-03,49.0,triangle
CT,1976-12-03,18.0,disk
TX,1977-04-30,1.0,oval
MO,1977-04-26,12.0,unknown
OH,1977-04-20,38.0,disk
GA,1977-04-17,8.0,rectangle
MD,1977-04-17,30.0,disk
VT,1977-04-16,46.0,disk
NY,1977-04-15,5.0,oval
AZ,1977-04-15,29.0,cigar
MS,1977-04-15,5.0,cigar
MS,1977-04-15,26.0,cigar
MD,1977-04-11,46.0,disk
KY,1977-04-01,2.0,light
OH,1977-05-30,7.0,disk
NY,1977-05-29,15.0,cigar
ID,1977-05-28,3.0,disk
CA,1977-05-28,46.0,cigar
ID,1977-05-28,34.0,disk
IL,1977-05-25,3.0,cigar
NY,1977-05-23,40.0,circle
AZ,1977-05-22,30.0,sphere
MN,1977-05-15,49.0,unknown
VA,1977-05-15,24.0,disk
OR,1977-05-15,21.0,cigar
TX,1977-05-10,10.0,light
LA,1977-05-08,31.0,sphere
CO,1977-05-01,30.0,light
MI,1977-05-01,36.0,unknown
NV,1977-05-01,23.0,cigar
IL,1977-05-01,31.0,oval
IL,1977-05-01,45.0,oval
MS,1977-05-01,39.0,oval
FL,1977-05-01,17.0,sphere
AR,1977-05-01,46.0,triangle
CT,1977-05-01,1.0,disk
MI,1977-03-27,37.0,disk
MB,1977-03-27,20.0,oval
IL,1977-03-20,1.0,rectangle
FL,1977-03-20,37.0,cigar
CA,1977-03-19,17.0,unknown
TX,1977-03-19,36.0,chevron
CA,1977-03-17,5.0,disk
CA,1977-03-15,5.0,formation
WA,1977-03-15,33.0,sphere
MO,1977-03-11,14.0,circle
PA,1977-03-02,37.0,triangle
IL,1977-03-01,10.0,sphere
IN,1977-03-01,43.0,unknown
MS,1977-11-27,10.0,unknown
NY,1977-11-26,44.0,triangle
NH,1977-11-24,16.0,unknown
NY,1977-11-23,18.0,sphere
OK,1977-11-22,35.0,triangle
CO,1977-11-20,20.0,circle
PA,1977-11-17,4.0,sphere
MI,1977-11-15,47.0,disk
MT,1977-11-15,16.0,circle
NY,1977-11-15,18.0,disk
MS,1977-11-11,35.0,triangle
CA,1977-11-08,28.0,unknown
NY,1977-11-04,17.0,disk
MO,1977-11-01,23.0,unknown
IN,1977-10-27,15.0,disk
OR,1977-10-25,47.0,formation
MB,1977-10-24,28.0,triangle
CT,1977-10-16,43.0,disk
WA,1977-10-15,6.0,light
FL,1977-10-15,38.0,disk
MS,1977-10-15,12.0,triangle
KY,1977-10-10,44.0,light
TX,1977-10-10,9.0,unknown
OH,1977-10-05,1.0,cylinder
CA,1977-10-01,38.0,unknown
CA,1977-10-01,14.0,unknown
CA,1977-10-01,37.0,light
BC,1977-12-29,31.0,flash
MA,1977-12-28,46.0,disk
MS,1977-12-24,11.0,unknown
NY,1977-12-24,29.0,oval
WI,1977-12-17,29.0,triangle
AR,1977-12-15,46.0,light
IN,1977-12-15,8.0,disk
FL,1977-12-03,24.0,chevron
NM,1978-02-21,34.0,unknown
NY,1978-02-20,35.0,unknown
MA,1978-02-15,45.0,unknown
ME,1978-02-15,36.0,cigar
MS,1978-02-11,18.0,disk
MI,1978-02-09,1.0,triangle
NH,1978-02-01,32.0,triangle
MI,1978-02-01,26.0,unknown
BC,1977-09-26,46.0,unknown
AZ,1977-09-15,34.0,triangle
NH,1977-09-15,18.0,triangle
TN,1977-09-15,15.0,disk
NC,1977-09-15,15.0,sphere
CA,1977-09-15,1.0,disk
OR,1977-09-15,29.0,light
AZ,1977-09-15,1.0,unknown
NV,1977-09-12,38.0,triangle
TX,1977-09-10,19.0,cigar
PA,1977-09-07,31.0,circle
OK,1977-09-01,14.0,triangle
HI,1977-09-01,38.0,triangle
NY,1977-09-01,33.0,light
MI,1977-09-01,30.0,cone
CA,1977-09-01,9.0,chevron
PA,1977-09-01,3.0,disk
VT,1977-09-01,23.0,sphere
WA,1977-09-01,46.0,triangle
TX,1977-09-01,18.0,disk
IL,1977-09-01,5.0,triangle
MO,1977-08-31,40.0,unknown
CA,1977-08-28,32.0,changing
CA,1977-08-22,21.0,circle
WI,1977-08-18,17.0,light
AL,1977-08-15,42.0,light
ME,1977-08-15,39.0,light
IN,1977-08-15,9.0,sphere
MO,1977-08-15,42.0,disk
IN,1977-08-15,25.0,light
ME,1977-08-15,48.0,disk
CA,1977-08-15,16.0,light
MN,1977-08-15,16.0,unknown
IL,1977-08-14,13.0,triangle
IN,1977-08-12,14.0,sphere
CA,1977-08-12,45.0,disk
GA,1977-08-11,19.0,triangle
MN,1977-08-10,39.0,disk
KY,1977-08-10,19.0,light
CO,1977-08-09,40.0,triangle
CA,1977-08-08,18.0,unknown
OH,1977-08-08,11.0,triangle
NH,1977-08-08,32.0,rectangle
WI,1977-08-07,13.0,oval
CT,1977-08-07,19.0,disk
ON,1977-08-04,35.0,unknown
TN,1977-08-01,3.0,chevron
PA,1977-08-01,35.0,triangle
MO,1977-08-01,40.0,circle
CT,1977-08-01,41.0,unknown
CA,1977-08-01,35.0,disk
MS,1977-08-01,28.0,cigar
CA,1977-08-01,15.0,chevron
CT,1978-01-22,47.0,diamond
TX,1978-01-20,27.0,cigar
MI,1978-01-12,20.0,disk
MI,1978-01-12,49.0,disk
CA,1978-01-09,31.0,circle
CA,1978-01-09,40.0,circle
TN,1978-01-07,32.0,unknown
ON,1978-01-06,8.0,egg
CA,1978-01-06,25.0,unknown
RI,1978-01-05,13.0,sphere
ID,1978-01-01,9.0,sphere
CA,1978-01-01,22.0,triangle
CA,1978-01-01,26.0,disk
MD,1978-04-24,32.0,circle
OH,1978-04-21,29.0,flash
MI,1978-04-19,48.0,disk
NM,1978-04-15,7.0,disk
OR,1978-04-15,41.0,unknown
TX,1978-04-15,29.0,unknown
NY,1978-04-06,7.0,fireball
MA,1978-04-04,25.0,sphere
MA,1978-04-04,41.0,sphere
MA,1978-04-04,44.0,sphere
CA,1978-04-04,44.0,unknown
OH,1978-04-01,43.0,cylinder
NM,1978-04-01,47.0,circle
CA,1978-03-25,34.0,disk
OR,1978-03-21,42.0,disk
CO,1978-03-17,9.0,triangle
MS,1978-03-15,30.0,disk
MT,1978-03-15,31.0,light
WA,1978-03-10,44.0,disk
CA,1978-03-07,14.0,oval
NC,1978-03-05,28.0,rectangle
CA,1978-03-04,8.0,triangle
MA,1978-03-01,27.0,unknown
MI,1978-03-01,13.0,oval
CA,1978-03-01,30.0,oval
CO,1977-07-30,33.0,light
CO,1977-07-30,36.0,chevron
ON,1977-07-26,18.0,triangle
NY,1977-07-26,7.0,circle
NY,1977-07-26,39.0,unknown
ON,1977-07-26,30.0,changing
KY,1977-07-25,10.0,oval
CT,1977-07-25,7.0,disk
NM,1977-07-24,26.0,triangle
NM,1977-07-24,25.0,oval
CA,1977-07-22,15.0,disk
ON,1977-07-20,24.0,unknown
ON,1977-07-20,30.0,changing
WI,1977-07-20,42.0,formation
VA,1977-07-20,16.0,cigar
NJ,1977-07-17,14.0,circle
ON,1977-07-15,21.0,light
ON,1977-07-15,47.0,light
FL,1977-07-15,30.0,disk
PA,1977-07-15,29.0,fireball
CA,1977-07-15,8.0,rectangle
CA,1977-07-15,3.0,circle
FL,1977-07-15,39.0,disk
NM,1977-07-15,20.0,chevron
OH,1977-07-15,6.0,oval
PQ,1977-07-15,25.0,sphere
CA,1977-07-15,8.0,triangle
NF,1977-07-15,12.0,light
MI,1977-07-14,30.0,unknown
CA,1977-07-14,18.0,triangle
FL,1977-07-12,8.0,disk
CA,1977-07-12,21.0,cigar
IA,1977-07-12,30.0,triangle
IL,1977-07-10,25.0,circle
CA,1977-07-09,47.0,disk
PA,1977-07-08,28.0,disk
IL,1977-07-07,25.0,cigar
HI,1977-07-05,25.0,circle
TX,1977-07-04,21.0,diamond
WA,1977-07-04,28.0,circle
WA,1977-07-04,39.0,disk
MD,1977-07-04,13.0,sphere
KY,1977-07-03,35.0,light
NH,1977-07-02,48.0,circle
NH,1977-07-02,3.0,circle
NY,1977-07-02,2.0,cigar
NM,1977-07-02,38.0,egg
NH,1977-07-01,4.0,disk
TX,1977-07-01,15.0,light
MI,1977-07-01,10.0,circle
FL,1977-07-01,12.0,triangle
AL,1977-07-01,22.0,disk
ON,1977-07-01,17.0,sphere
WI,1977-07-01,7.0,disk
PA,1978-05-29,6.0,fireball
NJ,1978-05-24,27.0,cigar
WA,1978-05-15,39.0,disk
MA,1978-05-10,34.0,triangle
CA,1978-05-10,15.0,changing
TX,1978-05-07,22.0,triangle
IL,1978-05-06,26.0,triangle
TX,1978-05-06,1.0,light
CA,1978-05-05,48.0,cigar
MA,1978-05-05,1.0,oval
KY,1978-05-02,28.0,unknown
CA,1978-05-01,4.0,disk
PA,1978-05-01,12.0,light
WA,1978-11-30,35.0,disk
WA,1978-11-29,28.0,unknown
TX,1978-11-28,8.0,disk
CA,1978-11-27,20.0,sphere
CA,1978-11-27,48.0,sphere
ME,1978-11-27,15.0,light
TX,1978-11-25,4.0,light
MN,1978-11-21,11.0,rectangle
WY,1978-11-17,41.0,unknown
MA,1978-11-15,29.0,disk
NV,1978-11-15,8.0,cigar
AB,1978-11-11,9.0,unknown
LA,1978-11-11,27.0,light
NH,1978-11-05,6.0,triangle
NY,1978-11-01,20.0,light
TX,1978-11-01,12.0,chevron
CA,1978-11-01,47.0,disk
IN,1978-11-01,15.0,unknown
WV,1978-11-01,17.0,unknown
MI,1977-06-30,7.0,oval
PA,1977-06-30,34.0,diamond
MA,1977-06-30,5.0,unknown
CA,1977-06-30,32.0,flash
CA,1977-06-30,15.0,triangle
ON,1977-06-30,10.0,disk
AR,1977-06-30,7.0,light
GA,1977-06-30,40.0,disk
VT,1977-06-29,27.0,light
KY,1977-06-25,8.0,circle
MA,1977-06-24,32.0,sphere
LA,1977-06-21,38.0,fireball
NY,1977-06-20,6.0,triangle
CO,1977-06-19,22.0,light
FL,1977-06-17,6.0,cigar
NC,1977-06-17,47.0,oval
AL,1977-06-16,10.0,light
MD,1977-06-16,36.0,disk
WA,1977-06-15,37.0,circle
KS,1977-06-15,22.0,light
MA,1977-06-15,7.0,disk
CO,1977-06-15,12.0,cigar
CA,1977-06-15,7.0,sphere
OR,1977-06-15,47.0,light
CA,1977-06-15,12.0,triangle
NC,1977-06-15,30.0,unknown
MD,1977-06-15,48.0,oval
NH,1977-06-15,24.0,disk
CA,1977-06-15,49.0,disk
OH,1977-06-15,4.0,disk
IL,1977-06-15,8.0,disk
FL,1977-06-15,15.0,disk
UT,1977-06-15,13.0,triangle
IN,1977-06-15,17.0,unknown
NC,1977-06-15,12.0,fireball
AK,1977-06-15,20.0,circle
TX,1977-06-15,46.0,sphere
OK,1977-06-15,37.0,light
CA,1977-06-11,25.0,disk
IL,1977-06-10,25.0,unknown
CA,1977-06-10,6.0,chevron
FL,1977-06-10,4.0,unknown
CA,1977-06-10,18.0,disk
TX,1977-06-10,17.0,disk
OR,1977-06-07,8.0,circle
CA,1977-06-06,23.0,disk
KY,1977-06-04,7.0,circle
MD,1977-06-01,26.0,cigar
NH,1977-06-01,20.0,circle
PA,1977-06-01,17.0,egg
MS,1977-06-01,19.0,oval
CA,1977-06-01,35.0,disk
NH,1977-06-01,14.0,circle
CA,1977-06-01,38.0,unknown
OR,1977-06-01,29.0,oval
TX,1977-06-01,28.0,oval
CT,1977-06-01,43.0,oval
OH,1977-06-01,39.0,unknown
OH,1977-06-01,30.0,circle
TX,1977-06-01,31.0,disk
CA,1977-06-01,38.0,cigar
BC,1977-06-01,31.0,light
FL,1977-06-01,20.0,circle
IL,1977-06-01,30.0,cylinder
FL,1977-06-01,5.0,triangle
CA,1977-06-01,33.0,egg
NH,1977-06-01,35.0,triangle
FL,1977-06-01,1.0,diamond
TX,1979-01-31,43.0,rectangle
UT,1979-01-15,19.0,triangle
NM,1979-01-15,3.0,triangle
CA,1979-01-15,10.0,fireball
FL,1979-01-09,43.0,disk
ON,1979-01-07,23.0,triangle
OK,1979-01-02,20.0,unknown
CA,1979-01-01,22.0,disk
CA,1979-01-01,3.0,disk
CA,1979-01-01,22.0,disk
NJ,1978-12-31,7.0,disk
IN,1978-12-23,25.0,disk
GA,1978-12-23,12.0,chevron
NJ,1978-12-20,15.0,circle
WA,1978-12-20,31.0,disk
CA,1978-12-20,30.0,disk
OR,1978-12-15,8.0,unknown
CA,1978-12-15,19.0,rectangle
PA,1978-12-10,48.0,disk
NJ,1978-12-09,41.0,triangle
NJ,1978-12-01,29.0,unknown
NY,1978-12-01,43.0,unknown
MA,1978-09-28,20.0,disk
IL,1978-09-20,41.0,rectangle
FL,1978-09-20,5.0,sphere
OH,1978-09-15,6.0,triangle
NB,1978-09-15,32.0,disk
OH,1978-09-15,21.0,diamond
TX,1978-09-15,29.0,light
WI,1978-09-15,14.0,unknown
WA,1978-09-15,28.0,disk
FL,1978-09-15,29.0,oval
ME,1978-09-15,22.0,triangle
CA,1978-09-09,37.0,unknown
KS,1978-09-02,38.0,light
IL,1978-09-01,28.0,disk
IN,1978-09-01,41.0,light
TN,1978-09-01,22.0,triangle
WA,1978-09-01,37.0,light
IA,1978-09-01,48.0,unknown
CA,1978-09-01,6.0,circle
OH,1979-02-25,44.0,triangle
CA,1979-02-23,7.0,fireball
CA,1979-02-20,34.0,triangle
CA,1979-02-15,4.0,unknown
VA,1979-02-13,12.0,light
VA,1979-02-11,24.0,disk
NC,1979-02-10,9.0,oval
MT,1979-02-10,43.0,disk
OH,1979-02-05,15.0,triangle
CA,1979-02-01,41.0,circle
PA,1979-03-31,19.0,oval
GA,1979-03-30,27.0,circle
PA,1979-03-29,36.0,disk
IN,1979-03-25,33.0,unknown
CA,1979-03-25,44.0,triangle
OR,1979-03-24,22.0,cigar
WA,1979-03-15,2.0,light
ON,1979-03-15,16.0,unknown
MO,1979-03-11,18.0,flash
CA,1979-03-10,22.0,disk
NC,1979-03-10,9.0,disk
CA,1979-03-01,5.0,chevron
OR,1979-03-01,42.0,unknown
CT,1978-08-30,8.0,rectangle
FL,1978-08-27,49.0,light
CA,1978-08-25,48.0,oval
TX,1978-08-24,41.0,triangle
NY,1978-08-23,4.0,disk
PA,1978-08-22,7.0,disk
LA,1978-08-21,13.0,rectangle
LA,1978-08-21,42.0,rectangle
WI,1978-08-20,29.0,disk
CA,1978-08-20,46.0,disk
CT,1978-08-19,16.0,fireball
MI,1978-08-18,5.0,disk
CA,1978-08-17,24.0,disk
OR,1978-08-15,41.0,light
MA,1978-08-15,42.0,circle
OH,1978-08-15,27.0,disk
VA,1978-08-15,3.0,circle
TN,1978-08-15,42.0,cigar
NY,1978-08-15,21.0,triangle
GA,1978-08-15,4.0,light
AL,1978-08-15,20.0,triangle
MA,1978-08-15,2.0,unknown
UT,1978-08-15,10.0,disk
WA,1978-08-15,2.0,disk
TX,1978-08-15,11.0,fireball
AL,1978-08-15,43.0,sphere
NS,1978-08-15,11.0,unknown
MN,1978-08-15,10.0,unknown
CO,1978-08-15,40.0,rectangle
CA,1978-08-15,29.0,fireball
MI,1978-08-15,14.0,flash
MI,1978-08-14,37.0,formation
ON,1978-08-14,25.0,sphere
CA,1978-08-13,46.0,disk
AZ,1978-08-13,24.0,formation
IA,1978-08-12,37.0,triangle
CA,1978-08-11,30.0,unknown
WA,1978-08-10,7.0,disk
CA,1978-08-10,26.0,oval
ON,1978-08-08,24.0,unknown
NM,1978-08-07,24.0,disk
AZ,1978-08-06,34.0,light
AK,1978-08-05,42.0,rectangle
MI,1978-08-03,13.0,cylinder
ID,1978-08-02,28.0,light
PA,1978-08-01,20.0,formation
TN,1978-08-01,14.0,circle
WA,1978-08-01,44.0,light
FL,1978-08-01,47.0,sphere
TX,1978-08-01,39.0,disk
NY,1978-08-01,8.0,oval
CA,1978-08-01,29.0,sphere
CA,1978-08-01,27.0,oval
BC,1978-08-01,4.0,circle
NY,1978-06-30,37.0,disk
NJ,1978-06-30,23.0,unknown
FL,1978-06-30,25.0,light
NY,1978-06-30,47.0,oval
BC,1978-06-30,20.0,formation
MI,1978-06-30,31.0,disk
AZ,1978-06-30,1.0,triangle
TX,1978-06-30,12.0,oval
NH,1978-06-30,8.0,disk
CA,1978-06-30,16.0,light
OH,1978-06-30,31.0,cylinder
NY,1978-06-30,25.0,disk
FL,1978-06-30,41.0,formation
CA,1978-06-30,31.0,disk
IL,1978-06-30,20.0,circle
CA,1978-06-30,37.0,egg
MA,1978-06-30,20.0,fireball
GA,1978-06-30,36.0,disk
KY,1978-06-25,49.0,disk
MS,1978-06-24,28.0,unknown
CA,1978-06-23,46.0,oval
NY,1978-06-21,21.0,fireball
MI,1978-06-20,20.0,disk
PA,1978-06-20,39.0,sphere
PA,1978-06-15,24.0,fireball
WA,1978-06-15,17.0,unknown
MI,1978-06-15,21.0,disk
PA,1978-06-15,29.0,unknown
TN,1978-06-15,13.0,disk
MI,1978-06-15,7.0,disk
WA,1978-06-15,2.0,unknown
LA,1978-06-15,48.0,oval
MA,1978-06-15,34.0,cigar
MI,1978-06-15,31.0,disk
VA,1978-06-15,42.0,circle
MN,1978-06-15,3.0,teardrop
CA,1978-06-15,10.0,cylinder
NY,1978-06-15,31.0,disk
CA,1978-06-15,20.0,circle
CA,1978-06-15,18.0,oval
MA,1978-06-15,47.0,sphere
MI,1978-06-15,38.0,unknown
MN,1978-06-15,6.0,light
PA,1978-06-15,13.0,triangle
CA,1978-06-14,19.0,triangle
CA,1978-06-12,16.0,unknown
TX,1978-06-10,35.0,flash
TX,1978-06-05,37.0,oval
ON,1978-06-01,41.0,sphere
IL,1978-06-01,33.0,disk
FL,1978-06-01,18.0,unknown
IL,1978-06-01,7.0,unknown
TX,1978-06-01,43.0,oval
VA,1978-06-01,26.0,disk
PA,1978-06-01,37.0,disk
SC,1978-06-01,47.0,oval
NJ,1978-06-01,34.0,disk
SC,1978-06-01,7.0,circle
TX,1978-06-01,23.0,circle
PA,1978-06-01,13.0,unknown
MO,1978-06-01,11.0,light
NJ,1978-06-01,16.0,triangle
MA,1978-06-01,23.0,sphere
FL,1978-06-01,24.0,oval
MI,1978-06-01,40.0,oval
MO,1978-06-01,48.0,fireball
GA,1978-06-01,45.0,diamond
TX,1978-06-01,22.0,egg
MI,1978-06-01,29.0,unknown
NT,1978-06-01,20.0,sphere
OH,1978-06-01,11.0,sphere
IL,1978-06-01,45.0,cigar
AB,1978-06-01,41.0,circle
TX,1978-06-01,41.0,light
OR,1978-06-01,1.0,disk
NC,1978-10-25,9.0,disk
MT,1978-10-25,31.0,unknown
NY,1978-10-20,24.0,triangle
AL,1978-10-18,11.0,oval
NH,1978-10-15,2.0,oval
HI,1978-10-15,39.0,light
NC,1978-10-15,33.0,light
FL,1978-10-15,33.0,circle
ID,1978-10-15,14.0,oval
MI,1978-10-15,30.0,disk
IL,1978-10-15,49.0,disk
CT,1978-10-15,42.0,circle
GA,1978-10-14,38.0,disk
AZ,1978-10-12,13.0,circle
TN,1978-10-12,44.0,triangle
MI,1978-10-11,30.0,circle
NY,1978-10-10,6.0,rectangle
NH,1978-10-05,41.0,circle
PA,1978-10-04,26.0,sphere
MI,1978-10-03,16.0,circle
NC,1978-10-01,32.0,cone
IN,1978-10-01,6.0,cylinder
LA,1978-10-01,20.0,disk
FL,1979-05-26,30.0,disk
SD,1979-05-22,12.0,triangle
TX,1979-05-21,39.0,unknown
AB,1979-05-20,22.0,formation
PA,1979-05-18,26.0,circle
TX,1979-05-15,49.0,unknown
NE,1979-05-15,14.0,triangle
MS,1979-05-15,8.0,oval
NM,1979-05-15,17.0,circle
RI,1979-05-15,18.0,disk
QC,1979-05-10,32.0,circle
FL,1979-05-06,35.0,light
LA,1979-05-06,15.0,disk
TX,1979-05-05,24.0,diamond
NJ,1979-05-05,27.0,circle
FL,1979-05-01,22.0,fireball
SC,1978-07-30,9.0,unknown
IN,1978-07-29,25.0,disk
GA,1978-07-29,35.0,unknown
TX,1978-07-27,2.0,light
MO,1978-07-27,34.0,light
MO,1978-07-26,13.0,light
MO,1978-07-26,14.0,light
MO,1978-07-26,24.0,unknown
MO,1978-07-26,17.0,light
MO,1978-07-26,26.0,light
MO,1978-07-25,7.0,light
TN,1978-07-25,16.0,disk
TX,1978-07-22,35.0,unknown
AZ,1978-07-22,28.0,changing
MS,1978-07-22,5.0,chevron
CA,1978-07-22,36.0,oval
OR,1978-07-20,7.0,unknown
BC,1978-07-20,49.0,unknown
MI,1978-07-20,33.0,formation
CA,1978-07-20,13.0,formation
AZ,1978-07-20,12.0,light
NY,1978-07-20,19.0,triangle
CA,1978-07-19,24.0,light
IN,1978-07-18,9.0,unknown
